"Session ID","Date","Day","Start time (EDT)","End time (EDT)","Timezone","Duration (minutes)","Track","Room","Session title","Session type","Attendance format","Full description","Short summary","Description status","Speakers (name; role; company)","Speaker LinkedIn profiles","Speaker biographies","Participants named in title","Notes","Source URL","Scraped at (UTC)"
"443615","2026-09-29","Tuesday","13:05","13:30","EDT (UTC-04:00); America/New_York","25","CRO Circle","Breakout 2","CRO Circle: Building your plan to win in 2027","Breakout","IN_PERSON","Using the benchmark Guy just showed, mark where your scope sits against the median. Then name one function you should own and don't, and one you own today that belongs somewhere else. For each, write the case you would make to your CEO and the metric that proves you were right two quarters from now.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443615?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443698","2026-09-29","Tuesday","13:15","13:45","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: Quadrant build — WHO OWNS THE BUYER","Breakout","IN_PERSON","Map the buyer journey in 2026. Mark where marketing's ownership ends and sales' begins, and where AI agents sit on the seam.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443698?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444913","2026-09-29","Tuesday","13:20","13:50","EDT (UTC-04:00); America/New_York","30","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Quadrant build — WHO BUILDS WHAT, AND WHO YOU STAFF","Breakout","IN_PERSON","Draw the RevOps / GTM-Engineering line. Make the build-vs-buy call on one real system. Then sketch the team that runs it: generalist, specialist, or the role that doesn't exist yet.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444913?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444897","2026-09-29","Tuesday","13:30","14:15","EDT (UTC-04:00); America/New_York","45","CEO Circle","Breakout 1","CEO Circle: AI Needs Better Data","Regular Session","IN_PERSON","AI is transforming how businesses grow, improve decision-making, and create competitive advantage. Yet moving from experimentation to trusted, enterprise-wide impact requires more than advanced algorithms. It requires better data.

Better data is what transforms AI from an experiment into a competitive advantage. Organizations with trusted, connected data are better positioned to unlock AI's full potential, while disconnected or incomplete data limits AI's ability to deliver meaningful business outcomes.

In this executive conversation, learn why data quality, integration, and governance are the true enablers of effective AI across the business. Discover how connected, high-quality data, paired with embedded intelligence and connected business processes across sales, marketing, finance, customer success, and operations, drives more accurate insights, stronger execution, and faster, more confident business decisions.","Why CEOs Are Making Trusted Data Their Competitive Advantage","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444897?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443616","2026-09-29","Tuesday","13:30","13:50","EDT (UTC-04:00); America/New_York","20","CRO Circle","Breakout 2","CRO Circle: Report back: ownership designs","Breakout","IN_PERSON","Tables share their ownership design. The room pressure-tests each one: would it survive contact with the CS or Marketing leader who actually owns that today?","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443616?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443699","2026-09-29","Tuesday","13:45","14:15","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: Reshare","Breakout","IN_PERSON","Tables share their seam maps. The room pressure-tests each one: would the sales leader on the other side of that seam actually buy it? Then lock your quadrant on the slide.","","Full description published","Kathleen Booth; VP of Marketing; Sequel.io","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth","Kathleen Booth: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443699?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444914","2026-09-29","Tuesday","13:50","14:15","EDT (UTC-04:00); America/New_York","25","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Reshare","Breakout","IN_PERSON","Tables share their lines. The room pressure-tests each one: would a GTM Engineer call it honest, or is it RevOps protecting territory? Then lock your quadrant on the slide.","","Full description published","Josh Carter; Head of RevOps; 1mind","Josh Carter: https://linkedin.com/in/joshcarter1116","Josh Carter: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444914?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"443617","2026-09-29","Tuesday","13:50","14:00","EDT (UTC-04:00); America/New_York","10","CRO Circle","Breakout 2","CRO Circle: Synthesize → Block 4","Regular Session","IN_PERSON","Guy Rubin closes the block: what the ownership designs had in common, where the room split, and which claims the benchmarks actually support. Then into How You Sell.","","Full description published","Guy Rubin; Revenue Intelligence Managing Director; Fullcast","Guy Rubin: https://linkedin.com/in/rubinguy","Guy Rubin: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443617?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443625","2026-09-29","Tuesday","14:00","14:15","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443625?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444915","2026-09-29","Tuesday","14:15","14:30","EDT (UTC-04:00); America/New_York","15","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444915?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"443622","2026-09-29","Tuesday","14:15","15:00","EDT (UTC-04:00); America/New_York","45","CRO Circle","Breakout 2","CRO Circle: The Mindset Shift of an AI-Powered Sales Athlete: The Human Advantage in an AI-Powered World","Regular Session","IN_PERSON","AI is putting product knowledge, account research, competitive insights, and polished messaging within reach of every seller, and customers now expect a seller who understands their business and has an informed point of view. But more information doesn't automatically lead to better conversations or better buying decisions. What differentiates elite GTM teams is the shift from presenting solutions to facilitating the buying journey: bringing the right insights at the right time, helping customers define the real business problems, aligning stakeholders, and qualifying in a way that improves forecast accuracy. AI helps sellers build an informed point of view faster, but without a methodology it creates more activity and more noise. CROs leave with a practical framework for combining human judgment, AI, and methodology into a revenue engine that helps customers make better decisions.","","Full description published","Brian Walsh; Managing Director; Force Management","Brian Walsh: https://www.linkedin.com/in/brian-walsh-b686413/","Brian Walsh: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443622?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443804","2026-09-29","Tuesday","14:15","14:30","EDT (UTC-04:00); America/New_York","15","CMO Circle","Main Stage","CMO Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443804?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444898","2026-09-29","Tuesday","14:20","15:15","EDT (UTC-04:00); America/New_York","55","CEO Circle","Breakout 1","CEO Circle: Investor Session","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444898?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444916","2026-09-29","Tuesday","14:30","15:15","EDT (UTC-04:00); America/New_York","45","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Who is accountable when the agents are wrong","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444916?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"443697","2026-09-29","Tuesday","14:30","15:00","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: The moat","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443697?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443619","2026-09-29","Tuesday","15:00","15:20","EDT (UTC-04:00); America/New_York","20","CRO Circle","Breakout 2","CRO Circle: Forecast rebuild","Breakout","IN_PERSON","","Rebuild your forecast methodology assuming AI runs every pipeline review and deal inspection. Where does the human still override the model?","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443619?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444525","2026-09-29","Tuesday","15:00","15:30","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: Quadrant build — THE MOAT","Breakout","IN_PERSON","Name one to three marketing motions AI cannot commoditize for your business. Defend each. Then write the day's hardest line: the headline of your slide.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444525?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444917","2026-09-29","Tuesday","15:15","15:40","EDT (UTC-04:00); America/New_York","25","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Quadrant build — THE ACCOUNTABILITY LINE + HEADLINE","Breakout","IN_PERSON","Pick one revenue mistake an agent could plausibly make. Write the audit trail that catches it, the kill switch that stops it, and the conversation with your CRO after. Then write the slide's headline.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444917?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444899","2026-09-29","Tuesday","15:15","15:30","EDT (UTC-04:00); America/New_York","15","CEO Circle","Breakout 1","CEO Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444899?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443620","2026-09-29","Tuesday","15:20","15:30","EDT (UTC-04:00); America/New_York","10","CRO Circle","Room not published","CRO Circle: Report back: forecast rebuilds","Breakout","IN_PERSON","","Tables share. Room votes on which forecast their CFO would actually believe.","Short summary only","","","","","Additional public-feed entry absent from the six embedded agenda widgets in the first scrape.","https://apiro.accelevents.com/r/events/gtm2026/session/443620?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444900","2026-09-29","Tuesday","15:30","16:15","EDT (UTC-04:00); America/New_York","45","CEO Circle","Breakout 1","CEO Circle: What Your Team Wishes You Knew","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444900?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443621","2026-09-29","Tuesday","15:30","15:40","EDT (UTC-04:00); America/New_York","10","CRO Circle","Breakout 2","CRO Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443621?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444585","2026-09-29","Tuesday","15:30","16:00","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: Reshare","Breakout","IN_PERSON","Tables share moat + headline. Room votes on the most defensible headline. Then lock your quadrant on the slide.","","Full description published","Kathleen Booth; VP of Marketing; Sequel.io","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth","Kathleen Booth: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444585?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444919","2026-09-29","Tuesday","15:40","16:05","EDT (UTC-04:00); America/New_York","25","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Reshare","Breakout","IN_PERSON","Tables share. Room votes on the headline the GTM Engineer can't argue with. Then lock your quadrant on the slide.","","Full description published","Josh Carter; Head of RevOps; 1mind","Josh Carter: https://linkedin.com/in/joshcarter1116","Josh Carter: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444919?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"443618","2026-09-29","Tuesday","15:40","16:25","EDT (UTC-04:00); America/New_York","45","CRO Circle","Breakout 2","CRO Circle: FEATURE — CRO comp & equity in an underwater world","Regular Session","IN_PERSON","The practical answer to the morning's fear. Negotiating your contract when equity is underwater and companies stay private longer: carve-outs, milestone and cash-weighted structures, retention bonuses, extended exercise windows, liquidity that is not tied to an exit. Anchored by Pavilion's existing comp-negotiation handbook. Russ already runs these conversations with members.","","Full description published","Russell Mikowski; Co-Founder & CEO; 3PunchConvo","Russell Mikowski: https://linkedin.com/in/russell-mikowski","Russell Mikowski: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443618?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444637","2026-09-29","Tuesday","16:00","16:15","EDT (UTC-04:00); America/New_York","15","CMO Circle","Main Stage","CMO Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444637?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444920","2026-09-29","Tuesday","16:05","16:15","EDT (UTC-04:00); America/New_York","10","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444920?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444921","2026-09-29","Tuesday","16:15","16:55","EDT (UTC-04:00); America/New_York","40","RevOps Circle","5th Floor Breakout Room","RevOps Circle: PRESENTATION — The CRO and the GTM Engineer Are in the Room","Breakout","IN_PERSON","Each table presents the one slide it built across the day: what the agents can believe, what they're allowed to do, who builds what, and the accountability line. Three minutes each. This is the room's answer to the Catapult's two questions. A panel role-playing a sitting CRO and a Head of GTM Engineering pressure-tests each pitch; the top three by room vote get the panel's direct reaction.","","Full description published","Josh Carter; Head of RevOps; 1mind","Josh Carter: https://linkedin.com/in/joshcarter1116","Josh Carter: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444921?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444656","2026-09-29","Tuesday","16:15","16:55","EDT (UTC-04:00); America/New_York","40","CMO Circle","Main Stage","CMO Circle: PRESENTATION - The CEO is in the room","Breakout","IN_PERSON","Each table presents the one slide it built across the day, quadrant by quadrant: who stays human, where agents sit, who owns the buyer, the moat. Three minutes each. This is the room's answer to the morning's Catapult, and Rich Gardner plays the CEO who asked it: he judges each pitch the way a CEO would, sharp and time-pressed and skeptical. Top three by room vote. Then Kathleen Booth pulls the winning slides into one CMO manifesto the room owns.","","Full description published","Kathleen Booth; VP of Marketing; Sequel.io
Rich Gardner; President; Pavilion","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth
Rich Gardner: https://linkedin.com/in/rich-gardner","Kathleen Booth: Not published

Rich Gardner: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444656?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444901","2026-09-29","Tuesday","16:20","17:00","EDT (UTC-04:00); America/New_York","40","CEO Circle","Breakout 1","CEO Circle: Closing Keynote - The Transformational CEO","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444901?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443623","2026-09-29","Tuesday","16:25","17:00","EDT (UTC-04:00); America/New_York","35","CRO Circle","Breakout 2","CRO Circle: Closing — Board-room simulation + the principles we commit to","Breakout","IN_PERSON","It's Q4 2026. A big share of your org is non-human. Each table drafts a one-slide board statement (what changed, what stayed, the number) and contributes one or two principles for future-proofing the role. Top three statements read aloud. We leave with a shared, community-owned set of principles.","","Full description published","Ryan Meadows; CRO; Lovable","Ryan Meadows: https://linkedin.com/in/rmeadows","Ryan Meadows: Ryan Meadows builds and scales global go-to-market teams for market-leading technology companies. Most recently as CRO at Lovable, Ryan established the GTM engine from scratch, taking the company from under $100M to over $500M ARR in a single year. Previously, he led GTM at Klaviyo during its run from under $100M to past $1B ARR, and spent eight years at HubSpot, where he opened and ran international hubs in Tokyo and Berlin.","","","https://apiro.accelevents.com/r/events/gtm2026/session/443623?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444923","2026-09-29","Tuesday","16:55","17:00","EDT (UTC-04:00); America/New_York","5","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Closing Remarks","Regular Session","IN_PERSON","","What we built today. What changes Monday. The function survives, the job gets rewritten. Old foundations, new operators.","Short summary only","Josh Carter; Head of RevOps; 1mind","Josh Carter: https://linkedin.com/in/joshcarter1116","Josh Carter: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444923?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444703","2026-09-29","Tuesday","16:55","17:00","EDT (UTC-04:00); America/New_York","5","CMO Circle","Main Stage","CMO Circle: Closing Remarks","Regular Session","IN_PERSON","","Kathleen Booth recaps what the room built, the shared CMO manifesto everyone leaves with, and what actually changes Monday morning.","Short summary only","Kathleen Booth; VP of Marketing; Sequel.io","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth","Kathleen Booth: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444703?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443626","2026-09-29","Tuesday","17:00","18:00","EDT (UTC-04:00); America/New_York","60","CMO Circle | RevOps Circle | CRO Circle | CEO Circle","Exhibitor Hall","Circles Day Cocktail Reception","Networking","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443626?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443602","2026-09-30","Wednesday","08:00","09:00","EDT (UTC-04:00); America/New_York","60","GTM","The Glasshouse","Breakfast & Registration","Other","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443602?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439510","2026-09-30","Wednesday","09:00","09:40","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","GTM Day 1 | Welcome Remarks & Keynote","Keynote Session","IN_PERSON","","","No description published","Sam Jacobs; CEO; Pavilion","Sam Jacobs: Not published","Sam Jacobs: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439510?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439511","2026-09-30","Wednesday","09:45","10:25","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","The Live Pulse: What This Room Actually Believes About AI","Keynote Session","IN_PERSON","How much AI adoption is real? How many agents are actually running in production? Which initiatives have quietly stalled? Do you have ROI on your AI initiatives? Is AI coming for your role? 

In this session, you and every leader in the room answer anonymously from your phones, and the results are filtered by functional area. Andy Jolls and Jonathan Moss call each result as it lands, debate the question everyone is quietly asking, and turn the room's own data into insights everyone can use 24 hours later.","","Full description published","Jonathon Moss; EVP - Growth, Partnerships and Incubation; Experity
Andy Jolls; Founder/CEO; Roxology, LLC","Jonathon Moss: https://linkedin.com/in/mossjonathan
Andy Jolls: https://linkedin.com/in/ajolls","Jonathon Moss: Jonathan Moss is a growth and revenue operations executive with more than 20 years of experience building durable revenue systems for organizations ranging from startups to global enterprises. He serves as EVP of Growth and Partnerships at Experity, co-leads the AI in GTM community, and is Co-Dean of Pavilion’s AI & GTM School. He created the GTM AI newsletter and podcast and has written for Harvard Business Review and The Growth Journal. A certified Revenue and Growth Architect, Jonathan helps organizations apply AI, unlock new growth vectors, and scale responsibly.

Andy Jolls: Andy Jolls is a five-time Chief Marketing Officer with a career spanning enterprise companies including Apple and HP and five successful company exits. He is a Dean of the AI in GTM School at Pavilion, where he also co-built the AI in GTM channel, now a community of over 2,800 GTM professionals, and has served as Chair for the CMO functional group (1,100 members) for six years.

A hands-on AI practitioner and educator, Andy has trained thousands of professionals in through workshops, virtual sessions, and direct consulting with organizations ranging from startups to large enterprises.

Today, Andy leads Roxology, LLC, a consultancy focused on helping organizations navigate the AI in GTM journey","","","https://apiro.accelevents.com/r/events/gtm2026/session/439511?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439512","2026-09-30","Wednesday","10:30","11:00","EDT (UTC-04:00); America/New_York","30","GTM","Main Stage","AI in the Operating Trenches: Fireside Chat","Keynote Session","IN_PERSON","","","No description published","Julia Segel; Vice President of Sales & Success; Pavilion
Ryan Meadows; CRO; Lovable
Jamie Domenici; CMO; Klaviyo","Julia Segel: https://linkedin.com/in/juliadsegel
Ryan Meadows: https://linkedin.com/in/rmeadows
Jamie Domenici: https://linkedin.com/in/jdomenici","Julia Segel: Not published

Ryan Meadows: Ryan Meadows builds and scales global go-to-market teams for market-leading technology companies. Most recently as CRO at Lovable, Ryan established the GTM engine from scratch, taking the company from under $100M to over $500M ARR in a single year. Previously, he led GTM at Klaviyo during its run from under $100M to past $1B ARR, and spent eight years at HubSpot, where he opened and ran international hubs in Tokyo and Berlin.

Jamie Domenici: Jamie Domenici is the Chief Marketing Officer of Klaviyo (NYSE: KVYO), where she leads the company's global marketing organization, overseeing brand strategy, communications, product marketing, and demand generation. Since joining in 2023, she has helped lead Klaviyo through its IPO and shape the company's evolution into the first B2C CRM. In 2026, Jamie was recognized as one of the B2B CMO 100, named to Adweek's AI Power 50, and included on CMO Alliance's CMOs to Watch list.

Before Klaviyo, Jamie was Chief Marketing Officer at GoTo (formerly LogMeIn), where she led the company's global rebrand. Earlier, she spent more than a decade at Salesforce in senior marketing leadership roles, helping shape the company's customer success strategy and launch its pioneering ""Success as a Service"" model.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439512?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439529","2026-09-30","Wednesday","11:00","11:30","EDT (UTC-04:00); America/New_York","30","GTM","Exhibitor Hall & Main Stage","Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439529?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"442678","2026-09-30","Wednesday","11:00","11:20","EDT (UTC-04:00); America/New_York","20","GTM","Spotlight Stage","Spotlight Stage Session: Do you actually need an AI CRM? The answer may surprise you.","Expo","IN_PERSON","Nearly every CRM now claims to be powered by AI. But adding a copilot to a legacy system is different from building a CRM around agents—and neither approach automatically means replacing your current platform is the right decision.

In this practical workshop, Matt will explain what meaningfully separates a traditional CRM with AI features from an AI-native CRM, including two approaches differ across customer context, data architecture, automation, agent capabilities, and the work still required from users.

Attendees will leave with a straightforward framework for deciding whether to keep, augment, or replace their current CRM, and the questions they should ask before betting their GTM organization on a new category of software.","","Full description published","Matt Serna; Head of GTM; Lightfield","Matt Serna: https://linkedin.com/in/mattserna","Matt Serna: Matt Serna is Head of GTM at Lightfield, where he works with companies deploying AI agents across customer acquisition, engagement, and retention. He previously served as a marketing and revops leader at Replicant, a leader in the AI-customer service category, and Notable, an early pioneer in using AI to automate back-ofice healthcare workflows. Earlier, he led global industry product marketing at MuleSoft, a Salesforce comapny. Across his career, Matt has helped category-defining technology companies bring AI and automation into complex, business-critical workflows.","","","https://apiro.accelevents.com/r/events/gtm2026/session/442678?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439513","2026-09-30","Wednesday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","The bottleneck is culture, not judgment","Regular Session","IN_PERSON","","","No description published","Chris Savage; Founder & CEO; Wistia","Chris Savage: https://linkedin.com/in/cjsavage","Chris Savage: Chris Savage is the co-founder and CEO of Wistia, the video marketing platform trusted by more than 450,000 businesses around the world. Over the past 20 years, he has helped grow Wistia into one of the industry's leading independent software companies, empowering marketers to create, host, repurpose, analyze, and measure the impact of their videos and live events.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439513?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439515","2026-09-30","Wednesday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","Leading GTM Teams Through AI Uncertainty","Regular Session","IN_PERSON","","","No description published","Amanda Cole; CMO; Bloomreach","Amanda Cole: https://www.linkedin.com/in/amandajoycole","Amanda Cole: Amanda Cole serves as Chief Marketing Officer of Bloomreach, leading the execution of the company’s marketing strategy to drive further business demand and brand awareness. Amanda is a passionate marketing professional with more than 20 years of experience in helping SaaS companies build impactful brands, communicate differentiated value, and grow high-performing marketing teams. She previously served as the company’s Senior Vice President of Global Marketing, having joined in January 2021 through the acquisition of Exponea. Prior to joining Exponea, Amanda served as Vice President, Demand Generation at Blueshift, a customer data platform, and before that served as Vice President of Marketing, Americas and Global Programs at Basware, a financial software company. Amanda also serves on the MACH Alliance Executive Board, helping the Alliance to remain true to its vision, mission, and values by providing strategic direction.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439515?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439514","2026-09-30","Wednesday","11:30","12:10","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","Winning with Your New Board","Regular Session","IN_PERSON","","","No description published","Andrew Mahr; CRO; Wpromote x Giant Spoon","Andrew Mahr: https://www.linkedin.com/in/andrewmahr/","Andrew Mahr: Andrew fell in love with technology in middle school, writing PERL apps and wasting absurd hours overclocking Pentium chips. At Georgetown he majored in government but continued coding on the side, eventually writing an event management system to handle campus-wide ticket lotteries and, rumor had it, generate event passes for girls he wanted to impress. For the last 15 years he's been leading revenue teams in SaaS and professional services. He grew up Third Culture but is now just about settled in the Metro DC area.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439514?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"442496","2026-09-30","Wednesday","11:30","11:50","EDT (UTC-04:00); America/New_York","20","GTM","Spotlight Stage","Spotlight Stage Session: Stop Using AI to Do the Wrong Things Faster","Expo","IN_PERSON","Enterprise buyers are consolidating their stacks and re-justifying every recurring contract against what the AI inside a platform they already own can do for the same money. Where they state a preference, they are choosing the vendor they already trust over the one built around AI, and a growing share are skipping the purchase entirely because they think they can build it themselves. That math squeezes hardest in the middle. Too big to win on price, too small to be the platform, and now competing against both the incumbent's roadmap and the buyer's own build. We will discuss what actually separates the vendors that survive a consolidation review from the ones that quietly lose the seat, and the proof that keeps you on the list when the buying group is deciding what to eliminate.","Why the next generation of GTM won't be built by automating the old reactive playbook.","Full description published","Christina Brady; CEO & Co-Founder; Luster","Christina Brady: https://linkedin.com/in/christinapbrady","Christina Brady: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/442496?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441622","2026-09-30","Wednesday","12:00","12:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: The Mid-Market Extinction Event?","Expo","IN_PERSON","Enterprise buyers are consolidating their stacks and re-justifying every recurring contract against what the AI inside a platform they already own can do for the same money. Where they state a preference, they are choosing the vendor they already trust over the one built around AI, and a growing share are skipping the purchase entirely because they think they can build it themselves. That math squeezes hardest in the middle. Too big to win on price, too small to be the platform, and now competing against both the incumbent's roadmap and the buyer's own build. We will discuss what actually separates the vendors that survive a consolidation review from the ones that quietly lose the seat, and the proof that keeps you on the list when the buying group is deciding what to eliminate.","","Full description published","Stephanie Helbig; Sr. Growth Marketing Manager; Infuse","Stephanie Helbig: https://linkedin.com/in/sthelbig","Stephanie Helbig: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441622?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
